flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,bwd_iat_total,bwd_iat_mean,fwd_psh_flags,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,average_packet_size
115882978,19,17,864,3546,432,0,45.4736842105,1773,208.5882352941,536.5517284968,38.0556322948,0.3106582228,3310942.22857143,4746679.42394561,10201241,38,115882978,6437943.22222222,112668475,7041779.6875,0,0.1466997163,0,1773,119.1891891892,379.8201941444,144263.37987988,122.5
99409831,6,8,358,11595,340,0,59.66666667,5792,1449.375,1895.881019,120.2396169,0.140831142,7646910.077,27600000.0,99400000,5,99400000,19900000.0,99400000,14200000.0,0,0.080474938,0,5792,797.2666667,1524.731567,2324806.352,854.2142857
188,2,2,84,148,42,42,42.0,74,74.0,0.0,1234042.55319149,21276.5957446809,62.6666666667,104.212923063,183,2,3,3.0,2,2.0,0,10638.2978723404,42,74,54.8,17.5271218402,307.2,68.5
12159,2,0,12,0,6,6,6.0,0,0.0,0.0,986.923266716,164.4872111193,12159.0,0.0,12159,12159,12159,12159.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
5560927,3,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0.719304533,1853642.333,3137153.166,5475782,50,5560927,2780463.5,0,0.0,0,0.179826133,0,0,0.0,0.0,0.0,0.0
9029679,7,7,50,11601,20,0,7.142857143,4380,1657.285714,1561.969346,1290.300574,1.550442712,694590.6923,2032973.975,7274780,15,9022716,1503786.0,38486,6414.333333,0,0.775221356,0,4380,777.1333333,1331.117515,1771873.838,832.6428571
60114,1,1,56,72,56,56,56.0,72,72.0,0.0,2129.287687,33.27012011,60114.0,0.0,60114,60114,0,0.0,0,0.0,0,16.63506005,56,72,61.33333333,9.237604307,85.33333333,92.0
499155,4,0,24,0,6,6,6.0,0,0.0,0.0,48.08125732,8.013542887,166385.0,288182.9435,499150,1,499155,166385.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,7.5
1142492,4,6,346,11595,346,0,86.5,4344,1932.5,1754.831473,10451.71432,8.752796518,126943.5556,329160.9596,996975,14,1008988,336329.3333,145411,29082.2,0,5.251677911,0,4344,1085.545455,1579.927933,2496172.273,1194.1
97581629,9,4,341,11595,341,0,37.88888889,8688,2898.75,4095.56617,122.3181056,0.133221797,8131802.417,28200000.0,97600000,1,97600000,12200000.0,7228,2409.333333,0,0.040991322,0,8688,852.5714286,2383.791121,5682460.11,918.1538462
100414674,7,6,297,11595,291,0,42.42857143,7240,1932.5,2845.835677,118.4289061,0.12946315,8367889.5,28900000.0,100000000,3,100000000,16700000.0,146350,29270.0,0,0.059752223,0,7240,849.4285714,2016.938911,4068042.571,914.7692308
49763,1,1,44,210,44,44,44.0,210,210.0,0.0,5104.1938789864,40.1905029841,49763.0,0.0,49763,49763,0,0.0,0,0.0,0,20.0952514921,44,210,99.3333333333,95.8401446855,9185.3333333333,149.0
56531351,8,8,663,467,658,0,82.875,467,58.375,165.1094334,19.98890846,0.283028792,3768756.733,4770047.876,9997508,45,50700000,7249897.857,56400000,8057464.286,0,0.141514396,0,658,66.47058824,189.7278043,35996.63971,70.625
97672891,7,6,358,11595,352,0,51.14285714,5792,1932.5,2179.547086,122.3778663,0.13309732,8139407.583,28200000.0,97700000,1,97700000,16300000.0,6542,1308.4,0,0.061429532,0,5792,853.7857143,1665.904798,2775238.797,919.4615385
114733,2,2,98,276,49,49,49.0,138,138.0,0.0,3259.742184,34.86355277,38244.33333,66237.66434,114729,1,1,1.0,3,3.0,0,17.43177639,49,138,84.6,48.74730762,2376.3,105.75
83293263,7,6,374,11595,368,0,53.42857143,4344,1932.5,1754.831473,143.6970959,0.156075048,6941105.25,24000000.0,83100000,1,83200000,13900000.0,150570,30114.0,0,0.072034637,0,4344,854.9285714,1459.908452,2131332.687,920.6923077
162,2,2,82,114,41,41,41.0,57,57.0,0.0,1209876.543,24691.35802,54.0,90.07219327,158,1,3,3.0,1,1.0,0,12345.67901,41,57,47.4,8.76356092,76.8,59.25
12635,2,2,12,0,6,6,6.0,0,0.0,0.0,949.742778,316.580926,4211.666667,6776.846563,12031,39,604,604.0,12596,12596.0,0,158.290463,0,6,3.6,3.286335345,10.8,4.5
12149651,4,0,24,0,6,6,6.0,0,0.0,0.0,1.975365383,0.329227564,4049883.667,7010261.605,12100000,3,12100000,4049883.667,0,0.0,0,0.0,6,6,6.0,0.0,0.0,7.5
512246,3,5,26,11601,20,0,8.666666667,7300,2320.2,3022.508098,22698.07866,15.61749628,73178.0,184525.2204,491300,18,20554,10277.0,512219,128054.75,0,9.760935176,0,7300,1291.888889,2460.652985,6054813.111,1453.375
6734,1,1,6,6,6,6,6.0,6,6.0,0.0,1782.001782,297.000297,6734.0,0.0,6734,6734,0,0.0,0,0.0,0,148.5001485,6,6,6.0,0.0,0.0,9.0
193271,10,7,538,4129,205,0,53.8,1430,589.8571429,650.5406543,24147.44064,87.9593938,12079.4375,15868.07838,37418,4,193271,21474.55556,134420,22403.33333,0,36.21857392,0,1430,259.2777778,475.5807355,226177.0359,274.5294118
32208,2,2,60,414,30,30,30.0,207,207.0,0.0,14716.84054,124.1927471,10736.0,18550.27841,32156,3,49,49.0,3,3.0,0,62.09637357,30,207,100.8,96.94689268,9398.7,126.0
194321,10,5,673,927,437,0,67.3,789,185.4,342.6730219904,8233.7987144982,77.1918629484,13880.0714285714,20429.0060847289,50548,3,194321,21591.2222222222,130977,32744.25,0,25.7306209828,0,789,100.0,215.4604372037,46423.2,106.6666666667
41327,3,7,26,11607,20,0,8.666666667,4380,1658.142857,1762.272815,281486.6794,241.9725603,4591.888889,13457.33253,40475,3,565,282.5,41314,6885.666667,0,169.3807922,0,4380,1057.545455,1599.303183,2557770.673,1163.3
689699,4,4,148,256,45,29,37.0,83,64.0,21.93931023,585.7627748,11.59926287,98528.42857,260529.5931,689354,3,689556,229852.0,689594,229864.6667,0,5.799631433,29,83,48.11111111,21.12134255,446.1111111,54.125
6039752,8,6,383,6922,202,0,47.875,2920,1153.666667,1053.514056,1209.486747,2.31797597,464596.3077,1495679.793,5433867,4,6039752,862821.7143,318356,63671.2,0,0.993418273,0,2920,487.0,846.6484344,716813.5714,521.7857143
219196,6,4,114,3001,114,0,19.0,1585,750.25,869.057104,14211.02575,45.62127046,24355.11111,37650.47765,87394,3,219196,43839.2,94798,31599.33333,0,18.24850818,0,1585,283.1818182,604.0004666,364816.5636,311.5
561,1,1,41,41,41,41,41.0,41,41.0,0.0,146167.5579,3565.062389,561.0,0.0,561,561,0,0.0,0,0.0,0,1782.531194,41,41,41.0,0.0,0.0,61.5
641775,3,5,26,11607,20,0,8.666666667,7215,2321.4,3327.769794,18126.29037,12.46542791,91682.14286,242201.3845,640943,1,649,324.5,641772,160443.0,0,7.790892447,0,7215,1292.555556,2650.585648,7025604.278,1454.125
111126044,12,12,240,816,20,20,20.0,68,68.0,0.0,9.5027228721,0.2159709744,4831567.13043478,5062905.70655881,10032277,90297,111033561,10093960.0909091,111035606,10094146.0,0,0.1079854872,20,68,43.04,24.4752936652,599.04,44.8333333333
240,2,2,82,338,41,41,41.0,169,169.0,0.0,1750000.0,16666.66667,80.0,96.31718434,188,3,49,49.0,3,3.0,0,8333.333333,41,169,92.2,70.10848736,4915.2,115.25
12159345,4,0,24,0,6,6,6.0,0,0.0,0.0,1.973790529,0.328965088,4053115.0,7016736.214,12200000,992,12200000,4053115.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,7.5
19672,2,0,12,0,6,6,6.0,0,0.0,0.0,610.0040667,101.6673444,19672.0,0.0,19672,19672,19672,19672.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
6327666,5,0,30,0,6,6,6.0,0,0.0,0.0,4.741084627,0.790180771,1581916.5,3163155.668,6326650,219,6327666,1581916.5,0,0.0,0,0.0,6,6,6.0,0.0,0.0,7.2
10240,14,6,19897,0,2896,0,1421.214286,0,0.0,0.0,1943066.406,1953.125,538.9473684,1903.022434,8271,1,10240,787.6923077,8513,1702.6,0,585.9375,0,2896,947.4761905,1221.050106,1490963.362,994.85
611134,80,74,871,165406,389,0,10.8875,5792,2235.216216,1051.104028,272079.4458,251.9905618,3994.339869,22259.64275,265559,1,611134,7735.873418,571062,7822.767123,0,121.0863739,0,5792,1072.754839,1329.575019,1767769.732,1079.720779
217,2,2,86,194,43,43,43.0,97,97.0,0.0,1290322.58064516,18433.1797235023,72.3333333333,84.1803619221,166,3,48,48.0,3,3.0,0,9216.5898617512,43,97,64.6,29.5770181053,874.8,80.75
196,2,2,82,114,41,41,41.0,57,57.0,0.0,1000000.0,20408.16327,65.33333333,112.2957405,195,0,1,1.0,0,0.0,0,10204.08163,41,57,47.4,8.76356092,76.8,59.25
84500,5,0,247,0,216,0,49.4,0,0.0,0.0,2923.076923,59.17159763,21125.0,24481.42149,44834,1,84500,21125.0,0,0.0,0,0.0,0,216,41.16666667,86.54343803,7489.766667,49.4
1845,2,0,12,0,6,6,6.0,0,0.0,0.0,6504.065041,1084.01084,1845.0,0.0,1845,1845,1845,1845.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
83415290,7,5,307,11595,307,0,43.85714286,8688,2319.0,3774.237539,142.6836735,0.143858518,7583208.182,25100000.0,83300000,1,83300000,13900000.0,150619,37654.75,0,0.059941049,0,8688,915.5384615,2467.552621,6088815.936,991.8333333
1289,2,0,12,0,6,6,6.0,0,0.0,0.0,9309.542281,1551.59038,1289.0,0.0,1289,1289,1289,1289.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
1024626,3,3,0,18,0,0,0.0,6,6.0,0.0,17.56738556,5.855795188,204925.2,279746.1549,514179,594,1023983,511991.5,1023965,511982.5,0,2.927897594,0,6,2.571428571,3.207134903,10.28571429,3.0
23647,2,2,108,238,54,54,54.0,119,119.0,0.0,14631.87719,169.1546496,7882.333333,13647.40566,23641,3,3,3.0,3,3.0,0,84.57732482,54,119,80.0,35.60196624,1267.5,100.0
1796657,2,5,20,11607,20,0,10.0,7215,2321.4,3327.769794,6471.46339,3.896124859,299442.8333,733008.4598,1795690,5,738,738.0,1796600,449150.0,0,2.782946328,0,7215,1453.375,2786.259804,7763243.696,1661.0
198,2,2,140,300,70,70,70.0,150,150.0,0.0,2222222.222,20202.0202,66.0,108.2543302,191,3,3,3.0,4,4.0,0,10101.0101,70,150,102.0,43.8178046,1920.0,127.5
2824,6,0,0,0,0,0,0.0,0,0.0,0.0,0.0,2124.645892,564.8,672.809557,1766,211,2824,564.8,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
86696,4,2,168,310,42,42,42.0,155,155.0,0.0,5513.518501,69.20734521,17339.2,26694.05658,60610,3,26083,8694.333333,3,3.0,0,23.06911507,42,155,74.28571429,55.13835412,3040.238095,86.66666667
2631288,16,23,1396,4574,378,0,87.25,2860,198.8695652174,599.3649142178,2268.8508441493,14.8216386804,69244.4210526316,263570.111093663,1636842,48,2582025,172135.0,2582625,117392.045454545,0,8.7409664012,0,2860,149.25,457.5529533597,209354.705128205,153.0769230769
5086945,9,8,752,3728,517,0,83.55555556,1448,466.0,636.7533723,880.6857554,3.341887911,317934.0625,1228905.727,4925919,3,5086945,635868.125,85996,12285.14286,0,1.572653135,0,1448,248.8888889,470.521099,221390.1046,263.5294118
661320,3,6,26,11607,20,0,8.666666667,5840,1934.5,2538.919278,17590.57642,13.60914535,82665.0,233434.2363,660385,2,815,407.5,661275,132255.0,0,9.072763564,0,5840,1163.3,2138.329153,4572451.567,1292.555556
19043,5,1,30,0,6,6,6.0,0,0.0,0.0,1575.38203,315.076406,3808.6,5348.641257,13002,51,19043,4760.75,0,0.0,0,52.51273434,0,6,5.142857143,2.267786838,5.142857143,6.0
81113,4,4,160,400,40,40,40.0,100,100.0,0.0,6903.948812,98.62784017,11587.57143,20162.44337,48131,1,80829,26943.0,32934,10978.0,0,49.31392009,40,100,66.66666667,31.6227766,1000.0,75.0
66116031,2,2,96,96,48,48,48.0,48,48.0,0.0,2.90398557,0.060499699,22000000.0,38000000.0,65900000,116003,66000000,66000000.0,66000000,66000000.0,0,0.03024985,48,48,48.0,0.0,0.0,60.0
86078866,8,6,329,11595,329,0,41.125,4344,1932.5,1754.831473,138.5241297,0.162641548,6621451.231,23600000.0,85100000,0,86100000,12300000.0,8745,1749.0,0,0.06970352,0,4344,794.9333333,1425.130594,2030997.21,851.7142857
5722066,8,6,415,3934,188,0,51.875,1460,655.6666667,678.9938635,760.0401673,2.446668738,440158.9231,1544625.948,5580679,3,5722066,817438.0,62020,12404.0,0,1.048572316,0,1460,289.9333333,513.0046598,263173.781,310.6428571
1380888,3,5,26,11607,20,0,8.666666667,8675,2321.4,3769.536019,8424.289298,5.793373539,197269.7143,521444.6868,1379795,9,819,409.5,1380829,345207.25,0,3.620858462,0,8675,1292.555556,2931.429562,8593279.278,1454.125
97289000,8,6,305,11595,293,0,38.125,5792,1932.5,2537.820147,122.3159864,0.14390116,7483769.231,27000000.0,97300000,1,97300000,13900000.0,3011,602.2,0,0.061671926,0,5792,793.3333333,1797.920373,3232517.667,850.0
48,2,0,12,0,6,6,6.0,0,0.0,0.0,250000.0,41666.6666666667,48.0,0.0,48,48,48,48.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
72657,2,2,64,276,32,32,32.0,138,138.0,0.0,4679.521588,55.05319515,24219.0,41944.20841,72652,1,1,1.0,4,4.0,0,27.52659757,32,138,74.4,58.0585911,3370.8,93.0
1,2,0,12,0,6,6,6.0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
48009,1,1,36,68,36,36,36.0,68,68.0,0.0,2166.2604928243,41.6588556312,48009.0,0.0,48009,48009,0,0.0,0,0.0,0,20.8294278156,36,68,46.6666666667,18.4752086141,341.3333333333,70.0
152,2,2,72,136,36,36,36.0,68,68.0,0.0,1368421.053,26315.78947,50.66666667,80.82903769,144,4,4,4.0,4,4.0,0,13157.89474,36,68,48.8,17.52712184,307.2,61.0
420377,2,0,12,0,6,6,6.0,0,0.0,0.0,28.5458053129,4.7576342188,420377.0,0.0,420377,420377,420377,420377.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,9.0
84552414,5,7,341,11595,329,0,68.2,4344,1656.428571,1760.597234,141.1668743,0.141923801,7686583.091,25400000.0,84400000,5,84400000,21100000.0,84600000,14100000.0,0,0.082788884,0,4344,918.6153846,1498.408853,2245229.09,995.1666667
38,3,1,4,4,4,0,1.3333333333,4,4.0,0.0,210526.315789474,105263.157894737,12.6666666667,16.7431578065,32,3,38,19.0,0,0.0,1,26315.7894736842,0,4,2.4,2.19089023,4.8,3.0
101865721,11,6,1605,11595,321,0,145.9090909,4344,1932.5,1977.812908,129.5823548,0.166886366,6366607.563,25000000.0,100000000,0,102000000,10200000.0,1718417,343683.4,0,0.05890107,0,4344,733.3333333,1389.059394,1929486.0,776.4705882
85635249,6,8,369,11595,351,0,61.5,2896,1449.375,1340.593146,139.7088248,0.163484081,6587326.846,23700000.0,85500000,4,85500000,17100000.0,85600000,12200000.0,0,0.093419475,0,2896,798.0,1193.946577,1425508.429,855.0
49016,2,2,70,214,35,35,35.0,107,107.0,0.0,5794.02644,81.6060062,16338.66667,28294.20464,49010,3,3,3.0,3,3.0,0,40.8030031,35,107,63.8,39.43602414,1555.2,79.75
98508862,9,6,401,11595,401,0,44.55555556,5792,1932.5,2181.008184,121.7758459,0.152270564,7036347.286,26300000.0,98500000,0,98500000,12300000.0,14598,2919.6,0,0.060908226,0,5792,749.75,1578.144924,2490541.4,799.7333333
172386,4,4,180,352,45,45,45.0,88,88.0,0.0,3086.097479,46.40748089,24626.57143,47231.30015,123553,3,172190,57396.66667,123755,41251.66667,0,23.20374044,45,88,64.11111111,22.6629899,513.6111111,72.125
92,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,21739.1304347826,92.0,0.0,92,92,0,0.0,0,0.0,0,10869.5652173913,0,0,0.0,0.0,0.0,0.0
276,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,7246.3768115942,276.0,0.0,276,276,0,0.0,0,0.0,0,3623.1884057971,0,0,0.0,0.0,0.0,0.0
201330,1,1,49,143,49,49,49.0,143,143.0,0.0,953.6581731,9.933939304,201330.0,0.0,201330,201330,0,0.0,0,0.0,0,4.966969652,49,143,80.33333333,54.2709253,2945.333333,120.5
39,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,51282.0512820513,39.0,0.0,39,39,0,0.0,0,0.0,0,25641.0256410256,0,0,0.0,0.0,0.0,0.0
3,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0,0.0,0,333333.3333,0,0,0.0,0.0,0.0,0.0
115232586,32,40,2687,40817,912,0,83.96875,2920,1020.425,908.8931247,377.5320984,0.62482326,1622994.169,3653632.502,10000000,4,115000000,3717180.194,111000000,2838063.385,0,0.347124033,0,2920,595.9452055,833.8835665,695361.8025,604.2222222
59758,3,4,26,11607,20,0,8.666666667,11595,2901.75,5795.50069,194668.4963,117.1391278,9959.666667,23904.19609,58750,5,918,459.0,59706,19902.0,0,66.93664447,0,11595,1454.125,4097.537534,16800000.0,1661.857143
98412769,5,7,349,11595,337,0,69.8,5792,1656.428571,2429.118623,121.3663646,0.121935396,8946615.364,29700000.0,98400000,43,98400000,24600000.0,98400000,16400000.0,0,0.071128981,0,5792,919.2307692,1909.16348,3644905.192,995.8333333
31431,3,5,26,11607,20,0,8.666666667,5840,2321.4,3173.373883,370112.3095,254.5257866,4490.142857,11508.18424,30584,2,686,343.0,31384,7846.0,0,159.0786167,0,5840,1292.555556,2554.159212,6523729.278,1454.125
72593993,8,5,56,11601,20,0,7.0,8760,2320.2,3668.897,160.5780247,0.179078178,6049499.417,17600000.0,61200000,1,71300000,10200000.0,1303992,325998.0,0,0.068876222,0,8760,833.0714286,2337.724089,5464953.918,897.1538462
8858795,9,15,106,188,25,0,11.77777778,34,12.53333333,14.54975045,33.18735787,2.709172071,385165.0,994692.1597,3140787,1,5852369,731546.125,8858693,632763.7857,0,1.693232545,0,34,11.76,12.64344362,159.8566667,12.25
23993,1,1,52,114,52,52,52.0,114,114.0,0.0,6918.684616,83.35764598,23993.0,0.0,23993,23993,0,0.0,0,0.0,0,41.67882299,52,114,72.66666667,35.79571669,1281.333333,109.0
67960,1,1,52,180,52,52,52.0,180,180.0,0.0,3413.772808,29.42907593,67960.0,0.0,67960,67960,0,0.0,0,0.0,0,14.71453796,52,180,94.66666667,73.90083446,5461.333333,142.0
190,2,2,52,228,26,26,26.0,114,114.0,0.0,1473684.21052632,21052.6315789474,63.3333333333,68.6318682052,138,3,3,3.0,49,49.0,0,10526.3157894737,26,114,61.2,48.1995850605,2323.2,76.5
88135325,8,6,56,11607,20,0,7.0,4380,1934.5,2177.344966,132.330595,0.158846637,6779640.385,21600000.0,78200000,1,87900000,12600000.0,251391,50278.2,0,0.06807713,0,4380,777.9333333,1627.46176,2648631.781,833.5
320301,3,5,26,11607,20,0,8.666666667,7215,2321.4,3327.769794,36318.96248,24.97650647,45757.28571,120719.4807,319523,3,630,315.0,320266,80066.5,0,15.61031655,0,7215,1292.555556,2650.585648,7025604.278,1454.125
82600347,8,5,56,11607,20,0,7.0,7215,2321.4,3327.769794,141.197954,0.157384327,6883362.25,21900000.0,76100000,4,81900000,11700000.0,692692,173173.0,0,0.060532433,0,7215,833.5,2175.302587,4731941.346,897.6153846
1005752,4,6,334,11595,334,0,83.5,4344,1932.5,1754.831473,11860.77681,9.942808963,111750.2222,330842.9311,993946,6,1004992,334997.3333,11744,2348.8,0,5.965685378,0,4344,1084.454545,1580.49368,2497960.273,1192.9
116749966,15,17,600,4498,181,0,40.0,1448,264.5882352941,503.4172050625,43.6659656072,0.2740900156,3766127.93548387,14500412.5940326,58151830,0,116749966,8339283.28571429,116662614,7291413.375,0,0.1456103208,0,1448,154.4848484848,376.5923792056,141821.820075758,159.3125
12663,3,1,38,0,38,0,12.66666667,0,0.0,0.0,3000.868673,315.8809129,4221.0,7270.312167,12616,3,12663,6331.5,0,0.0,0,78.97022822,0,38,7.6,16.99411663,288.8,9.5
36862,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,54.25641582,36862.0,0.0,36862,36862,0,0.0,0,0.0,0,27.12820791,0,0,0.0,0.0,0.0,0.0
7197764,5,0,30,0,6,6,6.0,0,0.0,0.0,4.16796105,0.694660175,1799441.0,3596890.754,7194777,3,7197764,1799441.0,0,0.0,0,0.0,6,6,6.0,0.0,0.0,7.2
165813,3,5,26,11607,20,0,8.666666667,5840,2321.4,3173.373883,70157.34593,48.24712176,23687.57143,62292.93332,164954,3,682,341.0,165736,41434.0,0,30.1544511,0,5840,1292.555556,2554.159212,6523729.278,1454.125
33009,4,4,176,400,44,44,44.0,100,100.0,0.0,17449.78642,242.3581447,4715.571429,11536.46708,30829,1,32812,10937.33333,2132,710.6666667,0,121.1790724,44,100,68.88888889,29.51459149,871.1111111,77.5
48003,1,1,64,108,64,64,64.0,108,108.0,0.0,3583.109389,41.66406266,48003.0,0.0,48003,48003,0,0.0,0,0.0,0,20.83203133,64,108,78.66666667,25.40341184,645.3333333,118.0
88648492,8,4,56,11601,20,0,7.0,8760,2900.25,4128.319301,131.4968787,0.135366093,8058953.818,26200000.0,87200000,1,88600000,12700000.0,70976,23658.66667,0,0.045122031,0,8760,897.1538462,2488.507044,6192667.308,971.9166667
80642455,8,4,56,11607,20,0,7.0,11595,2901.75,5795.50069,144.6260534,0.148804994,7331132.273,22500000.0,75100000,1,79900000,11400000.0,792523,264174.3333,0,0.049601665,0,11595,897.6153846,3214.167532,10300000.0,972.4166667
76,2,1,31,6,31,0,15.5,6,6.0,0.0,486842.1053,39473.68421,38.0,49.49747468,73,3,3,3.0,0,0.0,1,13157.89474,0,31,17.0,16.35033129,267.3333333,22.66666667
5682204,3,1,12,0,6,0,4.0,0,0.0,0.0,2.111856596,0.703952199,1894068.0,3248607.583,5645177,151,5682204,2841102.0,0,0.0,0,0.17598805,0,6,2.4,3.286335345,10.8,3.0
11538262,7,4,538,11632,538,0,76.85714286,11632,2908.0,5816.0,1054.751574,0.95334982,1153826.2,2457233.122,6535847,1,6544490,1090748.333,11500000,3846069.667,0,0.346672662,0,11632,1014.166667,3347.325386,11200000.0,1106.363636
32,2,2,4,12,2,2,2.0,6,6.0,0.0,500000.0,125000.0,10.66666667,10.59874206,22,1,9,9.0,1,1.0,0,62500.0,2,6,3.6,2.19089023,4.8,4.5
235,2,1,31,6,31,0,15.5,6,6.0,0.0,157446.8085,12765.95745,117.5,99.70205615,188,47,235,235.0,0,0.0,1,4255.319149,0,31,17.0,16.35033129,267.3333333,22.66666667
98322929,6,7,351,11595,351,0,58.5,4344,1656.428571,1757.579003,121.497601,0.132217379,8193577.417,28400000.0,98300000,0,98300000,19700000.0,12572,2095.333333,0,0.071193973,0,4344,853.2857143,1458.941736,2128510.989,918.9230769
59540,2,2,76,196,38,38,38.0,98,98.0,0.0,4568.357407,67.18172657,19846.66667,34371.97094,59536,1,1,1.0,3,3.0,0,33.59086329,38,98,62.0,32.86335345,1080.0,77.5
99031,5,0,30,0,6,6,6.0,0,0.0,0.0,302.9354445,50.48924074,24757.75,48756.74154,97892,114,99031,24757.75,0,0.0,0,0.0,6,6,6.0,0.0,0.0,7.2
32752727,4,4,180,462,48,42,45.0,141,115.5,29.44486373,19.60142128,0.244254471,4678961.0,12400000.0,32700000,3,32700000,10900000.0,32800000,10900000.0,0,0.122127235,42,141,76.66666667,41.0822346,1687.75,86.25
107051,2,2,64,124,32,32,32.0,62,62.0,0.0,1756.172292,37.36536791,35683.66667,61763.49216,107002,3,46,46.0,3,3.0,0,18.68268395,32,62,44.0,16.43167673,270.0,55.0
30565,1,1,48,113,48,48,48.0,113,113.0,0.0,5267.462784,65.4343203,30565.0,0.0,30565,30565,0,0.0,0,0.0,0,32.71716015,48,113,69.66666667,37.5277675,1408.333333,104.5
84369345,7,7,358,11595,340,0,51.14285714,5792,1656.428571,2119.480114,141.6746805,0.165937047,6489949.615,23100000.0,83300000,3,84300000,14100000.0,84400000,14100000.0,0,0.082968524,0,5792,797.2666667,1619.980091,2624335.495,854.2142857
52611,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,38.0148638118,52611.0,0.0,52611,52611,0,0.0,0,0.0,0,19.0074319059,0,0,0.0,0.0,0.0,0.0
